Číslo;Název;Pořadové číslo;Příjmení, jméno;Tituly;Věk;Navrhující strana;Politická příslušnost;Hlasy abs.;Hlasy v %;Pořadí zvolení/náhradníka;Mandát;Rok
8;Svob.a př.dem.-T.Okamura (SPD);34;Klugerová Michaela;Ing.;56;SPD;BEZPP;1238;2.15;0;False;2018
14;Česká pirátská strana;41;Kobzev Vladimír;Ing.;36;Piráti;BEZPP;2973;2.02;35;False;2018
10;Sdružení ODS a nez. kandidátů;31;Kocar Petr;;58;ODS;ODS;3729;2.17;23;False;2018
14;Česká pirátská strana;30;Kocmich Miloslav;;52;Piráti;BEZPP;3184;2.16;24;False;2018
2;REALISTÉ;8;Kočí Jindřich;;45;REAL;REAL;485;2.38;0;False;2018
2;REALISTÉ;38;Kočová Renáta;Mgr.;51;REAL;BEZPP;448;2.19;0;False;2018
12;ANO 2011;5;Kohn Michal;RNDr. CSc.;68;ANO;ANO;5867;2.29;5;True;2018
12;ANO 2011;45;Kohnová Pavla;;67;ANO;BEZPP;4933;1.93;33;False;2018
12;ANO 2011;13;Kolář Petr;;54;ANO;ANO;5809;2.27;1;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;22;Kollar Stanislav;MVDr.;62;KDU-ČSL;KDU-ČSL;850;2.35;0;False;2018
12;ANO 2011;35;Kollarczyková Renáta;Bc.;44;ANO;BEZPP;5590;2.18;23;False;2018
12;ANO 2011;2;Konečný František;Ing. Ph.D.;60;ANO;ANO;6082;2.37;2;True;2018
11;Spol.pro Bud.-Lidovci a TOP 09;18;Konrád Jakub;;24;NK;KDU-ČSL;1419;2.14;15;False;2018
7;Komunistická str.Čech a Moravy;16;Kontroš Svatoslav;;31;KSČM;KSČM;1890;2.24;13;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;14;Kopet Antonín;MUDr.;36;NK;BEZPP;1499;2.26;12;False;2018
14;Česká pirátská strana;38;Korda Josef;MgA.;35;Piráti;BEZPP;3088;2.1;32;False;2018
7;Komunistická str.Čech a Moravy;40;Kosová Růžena;;71;KSČM;KSČM;1787;2.12;36;False;2018
12;ANO 2011;37;Kouba Jindřich;;48;ANO;BEZPP;5470;2.14;25;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);10;Koubová Eva;Mgr.;68;SPD;BEZPP;1330;2.31;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);40;Koubová Zlatica Aurelia;;67;SPD;BEZPP;1209;2.1;0;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;9;Kouřil Miroslav;Mgr.;54;KDU-ČSL;KDU-ČSL;946;2.61;0;False;2018
6;Česká strana národně sociální;24;Kovaříková Kateřina;;26;ČSNS;BEZPP;100;2.31;0;False;2018
10;Sdružení ODS a nez. kandidátů;4;Kozlová Lucie;doc. Ing. Ph.D.;46;NK;BEZPP;4279;2.5;3;True;2018
4;Česká str.sociálně demokrat.;27;Kramer Miroslav;;76;ČSSD;ČSSD;1236;2.12;0;False;2018
2;REALISTÉ;31;Krejcarová Eva;;56;REAL;BEZPP;402;1.97;0;False;2018
5;OBČANÉ PRO BUDĚJOVICE;27;Krejčová Ladislava;;51;JIH 12;BEZPP;4258;2.14;18;False;2018
1;Vize Národních socialistů;2;Kremsa Vladimír Štěpán;prof. Ing. Ph.D.;61;NOB;BEZPP;87;17.22;0;False;2018
7;Komunistická str.Čech a Moravy;25;Kroka Marek;;33;KSČM;KSČM;1856;2.2;21;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);8;Kroutilová Monika;;45;SPD;SPD;1331;2.31;0;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;42;Kršek Ivo;Ing.;53;TOP 09;TOP 09;1209;1.82;39;False;2018
6;Česká strana národně sociální;25;Krummer David;DiS.;25;ČSNS;BEZPP;88;2.03;0;False;2018
6;Česká strana národně sociální;19;Krummerová Ivana;;54;ČSNS;BEZPP;94;2.17;0;False;2018
7;Komunistická str.Čech a Moravy;6;Křída Stanislav;Mgr.;59;KSČM;KSČM;1939;2.3;3;False;2018
12;ANO 2011;16;Křišťan Zdeněk;;71;ANO;ANO;5762;2.25;4;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;34;Křivanec Karel;;38;KDU-ČSL;BEZPP;750;2.07;0;False;2018
13;STAN a Čisté Budějovice;31;Kříž David;Ing.;32;STAN;BEZPP;1642;2.1;28;False;2018
14;Česká pirátská strana;45;Křížková Eva;Ing.;58;Piráti;BEZPP;2465;1.67;39;False;2018
9;PRO Zdraví a Sport;40;Kuba Leon;;38;PRO Zdraví;BEZPP;519;1.84;0;False;2018
10;Sdružení ODS a nez. kandidátů;1;Kuba Martin;MUDr.;45;ODS;ODS;4524;2.64;2;True;2018
13;STAN a Čisté Budějovice;41;Kubal Viktor;;34;STAN;BEZPP;1514;1.94;38;False;2018
14;Česká pirátská strana;9;Kubečka Jan;prof. RNDr. CSc.;57;Piráti;Zelení;3573;2.43;3;False;2018
5;OBČANÉ PRO BUDĚJOVICE;6;Kubeš Jan;Mgr.;42;HOPB;HOPB;4683;2.36;7;True;2018
12;ANO 2011;6;Kubíček Roman;Ing. Ph.D.;55;ANO;ANO;5842;2.28;6;True;2018
13;STAN a Čisté Budějovice;25;Kubíková Eliška;;37;STAN;BEZPP;1671;2.14;22;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;9;Kuboušek Tomáš;Bc.;35;TOP 09;BEZPP;1607;2.42;9;False;2018
5;OBČANÉ PRO BUDĚJOVICE;29;Kučera Luděk;Bc.;52;JIH 12;BEZPP;4248;2.14;20;False;2018
14;Česká pirátská strana;3;Kučerová Adéla;Mgr. et Mgr.;36;Piráti;Zelení;3678;2.5;3;True;2018
12;ANO 2011;24;Kudláček Jiří;Bc.;56;ANO;ANO;5724;2.23;12;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;6;Kudláčková Michaela;Ing.;60;NK;BEZPP;1809;2.73;3;True;2018
14;Česká pirátská strana;2;Kudláčková Zuzana;;34;Piráti;Piráti;3609;2.45;4;True;2018
1;Vize Národních socialistů;5;Kuželková Božena;;60;NOB;BEZPP;32;6.33;0;False;2018
7;Komunistická str.Čech a Moravy;41;Kvašnovský Ladislav;;78;KSČM;KSČM;1783;2.11;37;False;2018
9;PRO Zdraví a Sport;38;Květoun Lukáš;;18;PRO Zdraví;BEZPP;524;1.86;0;False;2018
10;Sdružení ODS a nez. kandidátů;38;Lacina Tomáš;;23;ODS;ODS;3614;2.11;30;False;2018
10;Sdružení ODS a nez. kandidátů;27;Lamač Petr;Ing.;31;ODS;ODS;3751;2.19;19;False;2018
4;Česká str.sociálně demokrat.;29;Lataj David;;43;ČSSD;ČSSD;1260;2.16;0;False;2018
5;OBČANÉ PRO BUDĚJOVICE;11;Látal Hynek;Mgr. Ph.D.;40;NK;BEZPP;4674;2.35;3;False;2018
14;Česká pirátská strana;27;Látal Jan;Mgr.;44;Piráti;BEZPP;3233;2.2;21;False;2018
13;STAN a Čisté Budějovice;32;Latislav Martin;;41;ČiB;BEZPP;1666;2.13;29;False;2018
13;STAN a Čisté Budějovice;29;Latzel Karel;;74;STAN;BEZPP;1643;2.1;26;False;2018
13;STAN a Čisté Budějovice;38;Lavička Radek;Ing. Ph.D.;43;ČiB;BEZPP;1632;2.09;35;False;2018
12;ANO 2011;8;Lavička Viktor;Mgr.;50;ANO;ANO;5854;2.29;8;True;2018
9;PRO Zdraví a Sport;22;Leitner Petr;;49;PRO Zdraví;BEZPP;550;1.95;0;False;2018
6;Česká strana národně sociální;35;Lendelová Irena;;66;ČSNS;BEZPP;80;1.85;0;False;2018
14;Česká pirátská strana;13;Leština Dan;Mgr.;28;Piráti;Piráti;3394;2.31;7;False;2018
14;Česká pirátská strana;40;Liebl Petr;Bc.;36;Piráti;BEZPP;2999;2.04;34;False;2018
9;PRO Zdraví a Sport;43;Liebl Tomáš;;26;PRO Zdraví;BEZPP;483;1.71;0;False;2018
14;Česká pirátská strana;25;Lipert Martin;Bc.;25;Piráti;BEZPP;3247;2.21;19;False;2018
5;OBČANÉ PRO BUDĚJOVICE;33;Lišková Barbora;MgA.;38;HOPB;HOPB;4220;2.12;24;False;2018
4;Česká str.sociálně demokrat.;20;Lohonka Petr;Ing.;66;ČSSD;ČSSD;1286;2.2;0;False;2018
9;PRO Zdraví a Sport;44;Ludačka Jiří;;46;PRO Zdraví;BEZPP;474;1.68;0;False;2018
9;PRO Zdraví a Sport;34;Ludačková Nicol;;44;PRO Zdraví;BEZPP;533;1.89;0;False;2018
9;PRO Zdraví a Sport;14;Ludačková Sandra;;23;PRO Zdraví;BEZPP;593;2.1;0;False;2018
5;OBČANÉ PRO BUDĚJOVICE;38;Lukeš Julius;prof. RNDr. CSc.;55;HOPB;HOPB;4269;2.15;29;False;2018
5;OBČANÉ PRO BUDĚJOVICE;16;Macková Veronika;Ing.;34;HOPB;HOPB;4402;2.22;8;False;2018
13;STAN a Čisté Budějovice;2;Mádl Jan;Ing.;33;ČiB;ČiB;2223;2.85;2;True;2018
13;STAN a Čisté Budějovice;30;Mádlová Hana;PhDr.;55;ČiB;BEZPP;1696;2.17;27;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;18;Mach Jan;;31;KDU-ČSL;KDU-ČSL;784;2.17;0;False;2018
4;Česká str.sociálně demokrat.;3;Mach Jaroslav;Ing.;53;ČSSD;ČSSD;1420;2.43;0;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;4;Mach Radek;Bc.;45;KDU-ČSL;KDU-ČSL;909;2.51;0;False;2018
7;Komunistická str.Čech a Moravy;34;Macho Václav;;68;KSČM;KSČM;1826;2.17;30;False;2018
2;REALISTÉ;33;Máchová Lenka;;59;REAL;BEZPP;394;1.93;0;False;2018
5;OBČANÉ PRO BUDĚJOVICE;28;Makovec Kryštof;;19;HOPB;BEZPP;4282;2.16;19;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;2;Malík Štěpán;;47;NK;KDU-ČSL;1638;2.47;4;False;2018
7;Komunistická str.Čech a Moravy;23;Marčanová Marie;Ing.;64;KSČM;KSČM;1840;2.18;19;False;2018
9;PRO Zdraví a Sport;25;Marek Jan;;68;PRO Zdraví;BEZPP;568;2.01;0;False;2018
7;Komunistická str.Čech a Moravy;26;Marek Oskar;PhDr.;88;KSČM;KSČM;1848;2.19;22;False;2018
14;Česká pirátská strana;1;Mareš Lukáš;MUDr.;29;Piráti;Piráti;3989;2.71;1;True;2018
7;Komunistická str.Čech a Moravy;5;Marešová Anna;;39;KSČM;KSČM;1953;2.32;2;False;2018
2;REALISTÉ;16;Marková Kristýna;Mgr.;40;REAL;BEZPP;422;2.07;0;False;2018
10;Sdružení ODS a nez. kandidátů;8;Maroš Petr;Ing.;41;ODS;ODS;3936;2.3;8;True;2018
8;Svob.a př.dem.-T.Okamura (SPD);42;Marounková Hana;;71;SPD;SPD;1200;2.09;0;False;2018
5;OBČANÉ PRO BUDĚJOVICE;4;Maršík Martin;Ing. Ph.D.;52;JIH 12;BEZPP;5012;2.52;2;True;2018
14;Česká pirátská strana;15;Maršíková Anna;Mgr. M.A.;31;Piráti;Zelení;3336;2.27;9;False;2018
14;Česká pirátská strana;44;Maršíková Ludmila;;54;Piráti;BEZPP;2689;1.83;38;False;2018
5;OBČANÉ PRO BUDĚJOVICE;13;Matejić Ivan;;21;HOPB;HOPB;4408;2.22;5;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;30;Matějka Jan;Ing.;50;KDU-ČSL;KDU-ČSL;744;2.05;0;False;2018
5;OBČANÉ PRO BUDĚJOVICE;44;Matochová Zuzana;;53;NK;BEZPP;3659;1.84;35;False;2018
2;REALISTÉ;4;Matoušek Pavel;Mgr. MBA;50;REAL;REAL;565;2.77;0;False;2018
14;Česká pirátská strana;20;Maule Pavel;Ing.;37;Piráti;BEZPP;3296;2.24;14;False;2018
6;Česká strana národně sociální;8;Medla Vladimír;;62;ČSNS;BEZPP;104;2.41;0;False;2018
6;Česká strana národně sociální;10;Melicher Jiří;;51;ČSNS;BEZPP;96;2.22;0;False;2018
10;Sdružení ODS a nez. kandidátů;22;Menzelová Jana;Mgr.;66;ODS;ODS;3787;2.21;14;False;2018
4;Česká str.sociálně demokrat.;34;Meruňka Karel;Ing. CSc.;75;ČSSD;ČSSD;1219;2.09;0;False;2018
7;Komunistická str.Čech a Moravy;27;Měšťan Zdeněk;RSDr.;68;KSČM;KSČM;1829;2.17;23;False;2018
2;REALISTÉ;14;Mezera Lukáš;;39;REAL;BEZPP;446;2.18;0;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;32;Mezera Petr;Mgr.;45;NK;BEZPP;1391;2.09;29;False;2018
13;STAN a Čisté Budějovice;7;Michal Jiří;Ing.;56;STAN;BEZPP;1788;2.29;4;False;2018
12;ANO 2011;9;Michl Jan;;63;ANO;ANO;5817;2.27;9;True;2018
9;PRO Zdraví a Sport;37;Mikešová Petra;;33;PRO Zdraví;BEZPP;525;1.86;0;False;2018
1;Vize Národních socialistů;8;Mikšl Miroslav;;61;NOB;BEZPP;78;15.44;0;False;2018
14;Česká pirátská strana;6;Mlčoch Svatomír;JUDr.;63;Piráti;BEZPP;3698;2.51;2;True;2018
5;OBČANÉ PRO BUDĚJOVICE;2;Moravec Ivo;Ing.;54;HOPB;HOPB;4891;2.46;4;True;2018
4;Česká str.sociálně demokrat.;19;Mráčková Jana;Mgr.;55;ČSSD;ČSSD;1297;2.22;0;False;2018
13;STAN a Čisté Budějovice;20;Mráz Michael;Bc. MBA;34;ČiB;ČiB;1695;2.17;17;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);33;Mráz Václav;;40;SPD;BEZPP;1238;2.15;0;False;2018
7;Komunistická str.Čech a Moravy;33;Mrklas Jiří;;77;KSČM;KSČM;1823;2.16;29;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);14;Mužíková Stanislava;;55;SPD;BEZPP;1294;2.25;0;False;2018
7;Komunistická str.Čech a Moravy;3;Nadberežný Ivan;Mgr.;67;KSČM;KSČM;2033;2.41;4;True;2018
12;ANO 2011;4;Nádravská Andrea;Ing.;49;ANO;ANO;5869;2.29;4;True;2018
12;ANO 2011;32;Navrátil Pavel;;71;ANO;ANO;5665;2.21;20;False;2018
14;Česká pirátská strana;39;Navrátilová Štěpánka;;38;Piráti;BEZPP;3041;2.07;33;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;44;Nědbaljuková Danka;;56;KDU-ČSL;KDU-ČSL;631;1.74;0;False;2018
2;REALISTÉ;32;Nedvěd Ludvík;;56;REAL;BEZPP;390;1.91;0;False;2018
2;REALISTÉ;42;Nedvědová Dana;;49;REAL;BEZPP;352;1.72;0;False;2018
9;PRO Zdraví a Sport;8;Němcová Monika;Bc. MBA;51;PRO Zdraví;BEZPP;607;2.15;0;False;2018
14;Česká pirátská strana;29;Nguyenová Trang;;19;Piráti;BEZPP;3234;2.2;23;False;2018
13;STAN a Čisté Budějovice;22;Nikerle Jan;DiS.;35;ČiB;ČiB;1695;2.17;19;False;2018
6;Česká strana národně sociální;36;Nistor Dušana;;51;ČSNS;BEZPP;75;1.73;0;False;2018
2;REALISTÉ;13;Nitscheová Eva;;63;REAL;BEZPP;419;2.05;0;False;2018
13;STAN a Čisté Budějovice;33;Novák Jaroslav;;50;STAN;BEZPP;1630;2.09;30;False;2018
13;STAN a Čisté Budějovice;3;Novák Michal;Ing.;38;STAN;STAN;1987;2.54;1;False;2018
6;Česká strana národně sociální;6;Novák Otakar;;52;ČSNS;BEZPP;114;2.64;0;False;2018
13;STAN a Čisté Budějovice;35;Nováková Helena;JUDr.;37;STAN;BEZPP;1661;2.13;32;False;2018
12;ANO 2011;39;Nováková Jana;;40;ANO;BEZPP;5402;2.11;27;False;2018
6;Česká strana národně sociální;41;Nováková Věra;;75;ČSNS;BEZPP;88;2.03;0;False;2018
5;OBČANÉ PRO BUDĚJOVICE;26;Novotný Jan;;31;NK;BEZPP;4324;2.18;17;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);27;Novotný Jan;;58;SPD;BEZPP;1259;2.19;0;False;2018
7;Komunistická str.Čech a Moravy;18;Novotný Petr;;31;KSČM;KSČM;1899;2.25;15;False;2018
12;ANO 2011;25;Novotný Petr;Ing.;44;ANO;ANO;5725;2.23;13;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;35;Novotný Tomáš;;37;TOP 09;TOP 09;1364;2.05;32;False;2018
13;STAN a Čisté Budějovice;34;Novotný Václav;Ing.;28;ČiB;BEZPP;1627;2.08;31;False;2018
5;OBČANÉ PRO BUDĚJOVICE;22;Nuc František;;22;HOPB;BEZPP;4361;2.2;13;False;2018
14;Česká pirátská strana;12;Nutilová Helena;JUDr. Ph.D.;35;Piráti;Zelení;3390;2.3;6;False;2018
4;Česká str.sociálně demokrat.;23;Ortman Rudolf;;75;ČSSD;ČSSD;1272;2.18;0;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;15;Pakandlová Věra;Ing.;60;KDU-ČSL;KDU-ČSL;810;2.24;0;False;2018
14;Česká pirátská strana;33;Paluš Karel;Ing. arch.;68;Piráti;BEZPP;3160;2.15;27;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);2;Pána Lubomír;doc. PhDr. Mgr. Ph.D., dr. h. c;67;SPD;SPD;1488;2.59;0;False;2018
14;Česká pirátská strana;36;Panská Romana;;46;Piráti;BEZPP;3120;2.12;30;False;2018
6;Česká strana národně sociální;1;Paukejová Marie;Ing.;63;ČSNS;BEZPP;460;10.66;0;False;2018
4;Česká str.sociálně demokrat.;7;Paulík Tomáš;Mgr.;38;ČSSD;ČSSD;1341;2.3;0;False;2018
6;Česká strana národně sociální;5;Pavelová Lenka;Ing. Bc.;52;ČSNS;BEZPP;106;2.45;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);15;Pavlíček Jan;;48;SPD;SPD;1297;2.26;0;False;2018
7;Komunistická str.Čech a Moravy;24;Pavliš Josef;;66;KSČM;KSČM;1832;2.17;20;False;2018
7;Komunistická str.Čech a Moravy;30;Pavlišová Anna;;37;KSČM;BEZPP;1843;2.19;26;False;2018
14;Česká pirátská strana;32;Peka Kolafová Monika;Mgr.;42;Piráti;BEZPP;3184;2.16;26;False;2018
10;Sdružení ODS a nez. kandidátů;26;Pelech Petr;Mgr.;38;ODS;ODS;3752;2.19;18;False;2018
10;Sdružení ODS a nez. kandidátů;37;Pelechová Bohumila;Mgr.;41;ODS;ODS;3620;2.11;29;False;2018
10;Sdružení ODS a nez. kandidátů;42;Pešek Jan;Bc.;44;ODS;ODS;3430;2.0;34;False;2018
12;ANO 2011;38;Pešková Anna;;75;ANO;BEZPP;5424;2.12;26;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;3;Petr Petr;doc. MUDr. Ph.D.;70;KDU-ČSL;KDU-ČSL;1124;3.11;0;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;26;Petr Petr;Jur. Univ.;40;KDU-ČSL;KDU-ČSL;743;2.05;0;False;2018
10;Sdružení ODS a nez. kandidátů;33;Petráš Vladimír;;49;ODS;ODS;3715;2.17;25;False;2018
10;Sdružení ODS a nez. kandidátů;39;Petrášová Libuše;;49;ODS;ODS;3581;2.09;31;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;21;Petrmanová Marie;Ing. arch.;64;KDU-ČSL;KDU-ČSL;775;2.14;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);32;Petrová Kristýna;;32;SPD;SPD;1239;2.15;0;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;31;Petrová Pavla;Ing.;38;KDU-ČSL;KDU-ČSL;736;2.03;0;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;45;Petrová Věra;MUDr.;71;KDU-ČSL;KDU-ČSL;607;1.68;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);26;Petrová Yvetta;;57;SPD;BEZPP;1256;2.18;0;False;2018
4;Česká str.sociálně demokrat.;22;Petrovka Michal;;55;ČSSD;ČSSD;1267;2.17;0;False;2018
9;PRO Zdraví a Sport;33;Pícha Josef;;77;PRO Zdraví;BEZPP;544;1.93;0;False;2018
7;Komunistická str.Čech a Moravy;2;Pikous Jan;Ing.;27;KSČM;KSČM;2026;2.4;3;True;2018
5;OBČANÉ PRO BUDĚJOVICE;8;Pikous Martin;;24;NK;BEZPP;4731;2.38;9;True;2018
6;Česká strana národně sociální;21;Pilátová Eva;;46;ČSNS;BEZPP;99;2.29;0;False;2018
13;STAN a Čisté Budějovice;40;Pírka Filip;;39;ČiB;ČiB;1566;2.0;37;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);44;Písecká Věra;;61;SPD;BEZPP;1159;2.01;0;False;2018
14;Česká pirátská strana;5;Piskač Jan Nepomuk;MgA.;42;Piráti;BEZPP;3558;2.42;6;True;2018
9;PRO Zdraví a Sport;16;Plocek Jaromír;;43;PRO Zdraví;BEZPP;592;2.1;0;False;2018
4;Česká str.sociálně demokrat.;2;Podhola Petr;Mgr.;36;ČSSD;ČSSD;1812;3.1;0;False;2018
4;Česká str.sociálně demokrat.;38;Podhola Petr;Ing.;62;ČSSD;ČSSD;1201;2.06;0;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;25;Podroužek Daniel;;21;TOP 09;TOP 09;1436;2.16;22;False;2018
7;Komunistická str.Čech a Moravy;42;Polhoš Emil;;64;KSČM;KSČM;1757;2.08;38;False;2018
5;OBČANÉ PRO BUDĚJOVICE;45;Popelová Ivana;Ing.;57;HOPB;HOPB;3510;1.77;36;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;33;Pořádek Miroslav;;58;TOP 09;TOP 09;1389;2.09;30;False;2018
12;ANO 2011;28;Pořádková Alexandra;;63;ANO;ANO;5678;2.22;16;False;2018
9;PRO Zdraví a Sport;20;Pořádková Kateřina;Mgr.;27;PRO Zdraví;BEZPP;574;2.03;0;False;2018
9;PRO Zdraví a Sport;23;Postlová Veronika;;21;PRO Zdraví;BEZPP;554;1.96;0;False;2018
13;STAN a Čisté Budějovice;18;Povišerová Barbora;;25;ČiB;BEZPP;1748;2.24;15;False;2018
5;OBČANÉ PRO BUDĚJOVICE;9;Pražák Martin;Mgr.;50;NK;BEZPP;4830;2.43;1;False;2018
14;Česká pirátská strana;37;Pražáková Jitka;Mgr.;56;Piráti;BEZPP;3139;2.13;31;False;2018
4;Česká str.sociálně demokrat.;5;Procházka Miloslav;Ing. CSc.;67;ČSSD;ČSSD;1375;2.35;0;False;2018
4;Česká str.sociálně demokrat.;41;Procházková Blanka;Mgr.;66;ČSSD;ČSSD;1151;1.97;0;False;2018
10;Sdružení ODS a nez. kandidátů;9;Procházková Světlana;Ing. MBA;55;ODS;Soukromníci;3902;2.28;1;False;2018
4;Česká str.sociálně demokrat.;32;Prokešová Denisa;;43;ČSSD;ČSSD;1239;2.12;0;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;8;Protiva Václav;Ing.;53;NK;KDU-ČSL;1495;2.25;8;False;2018
14;Česká pirátská strana;14;Protivínská Andrea;;39;Piráti;Piráti;3305;2.25;8;False;2018
4;Česká str.sociálně demokrat.;13;Průcha Josef;JUDr.;77;ČSSD;ČSSD;1290;2.21;0;False;2018
5;OBČANÉ PRO BUDĚJOVICE;39;Průša Jan;;37;HOPB;HOPB;4041;2.03;30;False;2018
14;Česká pirátská strana;42;Předota Martin;Ing.;47;Piráti;BEZPP;2921;1.98;36;False;2018
10;Sdružení ODS a nez. kandidátů;24;Ptáčník Jan;Mgr.;31;ODS;ODS;3815;2.23;16;False;2018
2;REALISTÉ;30;Pufferová Miroslava;;58;REAL;BEZPP;391;1.91;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);11;Radotínský Daniel;Ing.;30;SPD;SPD;1317;2.29;0;False;2018
14;Česká pirátská strana;35;Rais Jaromír;Ing.;61;Piráti;BEZPP;3123;2.12;29;False;2018
10;Sdružení ODS a nez. kandidátů;43;Rajnoha Martin;;45;ODS;ODS;3372;1.97;35;False;2018
7;Komunistická str.Čech a Moravy;35;Rataj Vlastimil;;67;KSČM;KSČM;1821;2.16;31;False;2018
12;ANO 2011;30;Reichová Sandra;Ing.;32;ANO;ANO;5699;2.22;18;False;2018
2;REALISTÉ;37;Richtr Zdeněk;Ing.;59;REAL;BEZPP;409;2.0;0;False;2018
2;REALISTÉ;1;Richtrová Eliška;Ing.;59;REAL;REAL;1054;5.17;0;False;2018
2;REALISTÉ;5;Rod Martin;Mgr.;45;REAL;REAL;539;2.64;0;False;2018
7;Komunistická str.Čech a Moravy;19;Roháček Karel;RNDr. CSc.;63;KSČM;KSČM;1913;2.27;16;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;32;Rokůsek Michal;Bc.;35;KDU-ČSL;KDU-ČSL;754;2.08;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);23;Ruppert Josef;;31;SPD;SPD;1261;2.19;0;False;2018
9;PRO Zdraví a Sport;1;Sák Petr;MUDr. Ph.D.;63;PRO Zdraví;BEZPP;1857;6.59;0;False;2018
9;PRO Zdraví a Sport;41;Sedláček Tomáš;;34;PRO Zdraví;BEZPP;501;1.78;0;False;2018
2;REALISTÉ;10;Scheichl Martin;MUDr.;51;REAL;BEZPP;903;4.43;0;False;2018
7;Komunistická str.Čech a Moravy;43;Schmidtmayerová Marta;;73;KSČM;KSČM;1737;2.06;39;False;2018
7;Komunistická str.Čech a Moravy;4;Schötz Richard;;52;KSČM;KSČM;1970;2.34;1;False;2018
7;Komunistická str.Čech a Moravy;28;Schötzová Ivana;;52;KSČM;KSČM;1835;2.18;24;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;12;Schreib Jan;Mgr.;48;NK;BEZPP;1629;2.45;5;False;2018
9;PRO Zdraví a Sport;6;Schrenková Jaroslava;MUDr.;63;PRO Zdraví;BEZPP;630;2.23;0;False;2018
6;Česká strana národně sociální;20;Schüller Jiří;Bc.;28;ČSNS;BEZPP;96;2.22;0;False;2018
4;Česká str.sociálně demokrat.;17;Simotová Marie;;69;ČSSD;ČSSD;1267;2.17;0;False;2018
9;PRO Zdraví a Sport;17;Skála Jakub;Ing.;33;PRO Zdraví;BEZPP;586;2.08;0;False;2018
9;PRO Zdraví a Sport;4;Skála Petr;Ing.;59;PRO Zdraví;BEZPP;767;2.72;0;False;2018
9;PRO Zdraví a Sport;7;Skrbek Tomáš;dipl. fyz.;51;PRO Zdraví;BEZPP;709;2.51;0;False;2018
9;PRO Zdraví a Sport;2;Skrbková Pavla;Ing. Ph.D.;47;PRO Zdraví;BEZPP;912;3.24;0;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;42;Sládek Čestmír;;55;KDU-ČSL;KDU-ČSL;665;1.84;0;False;2018
5;OBČANÉ PRO BUDĚJOVICE;40;Sláma David;Ing. Mgr.;30;HOPB;HOPB;4068;2.05;31;False;2018
7;Komunistická str.Čech a Moravy;44;Slavíčková Kamila;;75;KSČM;KSČM;1711;2.03;40;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;44;Slíž Miroslav;;55;TOP 09;TOP 09;1130;1.7;41;False;2018
12;ANO 2011;41;Smeták Petr;;54;ANO;BEZPP;5309;2.07;29;False;2018
2;REALISTÉ;18;Smetanová Lucie;;47;REAL;BEZPP;437;2.14;0;False;2018
9;PRO Zdraví a Sport;45;Smola Martin;;38;PRO Zdraví;BEZPP;462;1.64;0;False;2018
5;OBČANÉ PRO BUDĚJOVICE;34;Smolíková Libuše;;40;NK;BEZPP;4182;2.11;25;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;24;Smolková Dana;Ing.;65;NK;KDU-ČSL;1396;2.1;21;False;2018
14;Česká pirátská strana;28;Soldán Drahomír;;58;Piráti;BEZPP;3202;2.18;22;False;2018
